set_code,set_name,card_number,name,rarity,language,image_url,market_usd,as_of,variant
ST-06,Absolute Justice,ST06-001,Sakazuki,L,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST06/ST06-001_EN.webp,1.65,2026-09-05,
ST-06,Absolute Justice,ST06-002,Koby,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST06/ST06-002_EN.webp,0.17,2026-09-05,
ST-06,Absolute Justice,ST06-003,Jango,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST06/ST06-003_EN.webp,0.12,2026-09-05,
ST-06,Absolute Justice,ST06-004,Smoker,SR,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST06/ST06-004_EN.webp,1.33,2026-09-05,
ST-06,Absolute Justice,ST06-005,Sengoku,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST06/ST06-005_EN.webp,0.13,2026-09-05,
ST-06,Absolute Justice,ST06-006,Tashigi,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST06/ST06-006_EN.webp,0.61,2026-09-05,
ST-06,Absolute Justice,ST06-007,Tsuru,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST06/ST06-007_EN.webp,0.08,2026-09-05,
ST-06,Absolute Justice,ST06-008,Hina,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST06/ST06-008_EN.webp,0.40,2026-09-05,
ST-06,Absolute Justice,ST06-009,Fullbody,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST06/ST06-009_EN.webp,0.06,2026-09-05,
ST-06,Absolute Justice,ST06-010,Helmeppo,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST06/ST06-010_EN.webp,0.11,2026-09-05,
ST-06,Absolute Justice,ST06-011,Momonga,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST06/ST06-011_EN.webp,0.09,2026-09-05,
ST-06,Absolute Justice,ST06-012,Monkey.D.Garp,SR,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST06/ST06-012_EN.webp,0.74,2026-09-05,
ST-06,Absolute Justice,ST06-013,T-Bone,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST06/ST06-013_EN.webp,0.07,2026-09-05,
ST-06,Absolute Justice,ST06-014,Shockwave,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST06/ST06-014_EN.webp,0.09,2026-09-05,
ST-06,Absolute Justice,ST06-015,Great Eruption,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST06/ST06-015_EN.webp,3.18,2026-09-05,
ST-06,Absolute Justice,ST06-016,White Out,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST06/ST06-016_EN.webp,0.13,2026-09-05,
ST-06,Absolute Justice,ST06-017,Navy HQ,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST06/ST06-017_EN.webp,0.98,2026-09-05,
