set_code,set_name,card_number,name,rarity,language,image_url,market_usd,as_of
OP-04,Kingdoms of Intrigue,OP04-001,Nefeltari Vivi,L,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP04/OP04-001_EN.webp,0.21,2026-09-05
OP-04,Kingdoms of Intrigue,OP04-001p1,Nefeltari Vivi,L,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP04/OP04-001_p1_EN.webp,142.48,2026-09-05
OP-04,Kingdoms of Intrigue,OP04-002,Igaram,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP04/OP04-002_EN.webp,0.21,2026-09-05
OP-04,Kingdoms of Intrigue,OP04-003,Usopp,UC,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP04/OP04-003_EN.webp,0.15,2026-09-05
OP-04,Kingdoms of Intrigue,OP04-004,Karoo,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP04/OP04-004_EN.webp,0.09,2026-09-05
OP-04,Kingdoms of Intrigue,OP04-005,Kung Fu Jugon,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP04/OP04-005_EN.webp,0.08,2026-09-05
OP-04,Kingdoms of Intrigue,OP04-006,Koza,UC,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP04/OP04-006_EN.webp,0.05,2026-09-05
OP-04,Kingdoms of Intrigue,OP04-007,Sanji,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP04/OP04-007_EN.webp,0.15,2026-09-05
OP-04,Kingdoms of Intrigue,OP04-008,Chaka,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP04/OP04-008_EN.webp,0.10,2026-09-05
OP-04,Kingdoms of Intrigue,OP04-009,Super Spot-Billed Duck Troops,UC,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP04/OP04-009_EN.webp,0.11,2026-09-05
OP-04,Kingdoms of Intrigue,OP04-010,Tony Tony.Chopper,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP04/OP04-010_EN.webp,0.18,2026-09-05
OP-04,Kingdoms of Intrigue,OP04-011,Nami,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP04/OP04-011_EN.webp,0.17,2026-09-05
OP-04,Kingdoms of Intrigue,OP04-012,Nefeltari Cobra,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP04/OP04-012_EN.webp,0.06,2026-09-05
