set_code,set_name,card_number,name,rarity,language,image_url,market_usd,as_of
OP-06,Wings of the Captain,OP06-001,Uta,L,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP06/OP06-001_EN.webp,0.19,2026-09-05
OP-06,Wings of the Captain,OP06-001p1,Uta,L,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP06/OP06-001_p1_EN.webp,34.84,2026-09-05
OP-06,Wings of the Captain,OP06-002,Inazuma,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP06/OP06-002_EN.webp,0.08,2026-09-05
OP-06,Wings of the Captain,OP06-003,Emporio.Ivankov,UC,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP06/OP06-003_EN.webp,0.12,2026-09-05
OP-06,Wings of the Captain,OP06-004,Baron Omatsuri,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP06/OP06-004_EN.webp,0.04,2026-09-05
OP-06,Wings of the Captain,OP06-005,Gasparde,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP06/OP06-005_EN.webp,0.06,2026-09-05
OP-06,Wings of the Captain,OP06-006,Saga,UC,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP06/OP06-006_EN.webp,0.07,2026-09-05
OP-06,Wings of the Captain,OP06-007,Shanks,SR,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP06/OP06-007_EN.webp,1.59,2026-09-05
OP-06,Wings of the Captain,OP06-007p1,Shanks,SR,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP06/OP06-007_p1_EN.webp,20.25,2026-09-05
OP-06,Wings of the Captain,OP06-008,Schneider,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP06/OP06-008_EN.webp,0.04,2026-09-05
OP-06,Wings of the Captain,OP06-009,Shuraiya,SR,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP06/OP06-009_EN.webp,0.37,2026-09-05
OP-06,Wings of the Captain,OP06-009p1,Shuraiya,SR,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP06/OP06-009_p1_EN.webp,1.91,2026-09-05
OP-06,Wings of the Captain,OP06-010,Douglas Bullet,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP06/OP06-010_EN.webp,0.10,2026-09-05
