set_code,set_name,card_number,name,rarity,language,image_url,market_usd,as_of,variant
ST-10,Ultra Deck: The Three Captains,ST10-001,Trafalgar Law,L,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST10/ST10-001_EN.webp,3.42,2026-09-05,
ST-10,Ultra Deck: The Three Captains,ST10-002,Monkey.D.Luffy,L,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST10/ST10-002_EN.webp,11.20,2026-09-05,
ST-10,Ultra Deck: The Three Captains,ST10-003,"Eustass""Captain""Kid",L,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST10/ST10-003_EN.webp,1.88,2026-09-05,
ST-10,Ultra Deck: The Three Captains,ST10-004,Sanji,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST10/ST10-004_EN.webp,0.29,2026-09-05,
ST-10,Ultra Deck: The Three Captains,ST10-005,Jinbe,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST10/ST10-005_EN.webp,0.30,2026-09-05,
ST-10,Ultra Deck: The Three Captains,ST10-006,Monkey.D.Luffy,SR,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST10/ST10-006_EN.webp,2.70,2026-09-05,
ST-10,Ultra Deck: The Three Captains,ST10-007,Killer,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST10/ST10-007_EN.webp,0.12,2026-09-05,
ST-10,Ultra Deck: The Three Captains,ST10-008,Shachi & Penguin,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST10/ST10-008_EN.webp,0.16,2026-09-05,
ST-10,Ultra Deck: The Three Captains,ST10-009,Jean Bart,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST10/ST10-009_EN.webp,0.18,2026-09-05,
ST-10,Ultra Deck: The Three Captains,ST10-010,Trafalgar Law,SR,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST10/ST10-010_EN.webp,3.90,2026-09-05,
ST-10,Ultra Deck: The Three Captains,ST10-011,Heat,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST10/ST10-011_EN.webp,0.22,2026-09-05,
ST-10,Ultra Deck: The Three Captains,ST10-012,Bepo,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST10/ST10-012_EN.webp,0.23,2026-09-05,
ST-10,Ultra Deck: The Three Captains,ST10-013,"Eustass""Captain""Kid",SR,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST10/ST10-013_EN.webp,0.77,2026-09-05,
ST-10,Ultra Deck: The Three Captains,ST10-014,Wire,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST10/ST10-014_EN.webp,0.18,2026-09-05,
ST-10,Ultra Deck: The Three Captains,ST10-015,Gum-Gum Giant Sumo Slap,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST10/ST10-015_EN.webp,1.97,2026-09-05,
ST-10,Ultra Deck: The Three Captains,ST10-016,Gum-Gum Kong Gatling,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST10/ST10-016_EN.webp,0.22,2026-09-05,
ST-10,Ultra Deck: The Three Captains,ST10-017,Punk Vise,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST10/ST10-017_EN.webp,0.21,2026-09-05,
ST-10,Ultra Deck: The Three Captains,OP01-016p3,Nami,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP01/OP01-016_p3_EN.webp,5.46,2026-09-05,Parallel
ST-10,Ultra Deck: The Three Captains,OP01-025p3,Roronoa Zoro,SR,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP01/OP01-025_p3_EN.webp,1.34,2026-09-05,Parallel
