set_code,set_name,card_number,name,rarity,language,image_url,market_usd,as_of,variant
ST-28,GREEN/YELLOW Yamato,ST28-001,Ashura Doji,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST28/ST28-001_EN.webp,0.18,2026-09-05,
ST-28,GREEN/YELLOW Yamato,ST28-002,Izo,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST28/ST28-002_EN.webp,0.21,2026-09-05,
ST-28,GREEN/YELLOW Yamato,ST28-003,Kin'emon,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST28/ST28-003_EN.webp,0.53,2026-09-05,
ST-28,GREEN/YELLOW Yamato,ST28-004,Kouzuki Momonosuke,SR,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST28/ST28-004_EN.webp,0.49,2026-09-05,
ST-28,GREEN/YELLOW Yamato,ST28-005,Yamato,SR,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST28/ST28-005_EN.webp,1.28,2026-09-05,
ST-28,GREEN/YELLOW Yamato,OP06-022p3,Yamato,L,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP06/OP06-022_p3_EN.webp,2.31,2026-09-05,Leader
ST-28,GREEN/YELLOW Yamato,OP06-100,Inuarashi,UC,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP06/OP06-100_EN.webp,0.06,2026-09-05,
ST-28,GREEN/YELLOW Yamato,OP06-103,Kawamatsu,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP06/OP06-103_EN.webp,0.07,2026-09-05,
ST-28,GREEN/YELLOW Yamato,OP06-104,Kikunojo,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP06/OP06-104_EN.webp,0.96,2026-09-05,
ST-28,GREEN/YELLOW Yamato,OP06-109,Denjiro,UC,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP06/OP06-109_EN.webp,0.07,2026-09-05,
ST-28,GREEN/YELLOW Yamato,OP06-110,Nekomamushi,UC,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP06/OP06-110_EN.webp,0.10,2026-09-05,
ST-28,GREEN/YELLOW Yamato,OP06-112,Raizo,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP06/OP06-112_EN.webp,0.07,2026-09-05,
ST-28,GREEN/YELLOW Yamato,OP07-116,Blaze Slice,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP07/OP07-116_EN.webp,0.22,2026-09-05,
ST-28,GREEN/YELLOW Yamato,OP09-035,Portgas.D.Ace,UC,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-035_EN.webp,0.16,2026-09-05,
ST-28,GREEN/YELLOW Yamato,ST13-016,Yamato,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST13/ST13-016_EN.webp,0.29,2026-09-05,
