set_code,set_name,card_number,name,rarity,language,image_url,market_usd,as_of,variant
OP-03,Pillars of Strength,OP03-001,Portgas.D.Ace,L,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP03/OP03-001_EN.webp,0.42,2026-09-05,
OP-03,Pillars of Strength,OP03-001p1,Portgas.D.Ace,L,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP03/OP03-001_p1_EN.webp,80.92,2026-09-05,Alternate Art
OP-03,Pillars of Strength,OP03-002,Adio,UC,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP03/OP03-002_EN.webp,0.08,2026-09-05,
OP-03,Pillars of Strength,OP03-003,Izo,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP03/OP03-003_EN.webp,0.20,2026-09-05,
OP-03,Pillars of Strength,OP03-004,Curiel,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP03/OP03-004_EN.webp,0.06,2026-09-05,
OP-03,Pillars of Strength,OP03-005,Thatch,UC,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP03/OP03-005_EN.webp,0.07,2026-09-05,
OP-03,Pillars of Strength,OP03-006,Speed Jil,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP03/OP03-006_EN.webp,0.06,2026-09-05,
OP-03,Pillars of Strength,OP03-007,Namule,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP03/OP03-007_EN.webp,0.05,2026-09-05,
OP-03,Pillars of Strength,OP03-008,Buggy,UC,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP03/OP03-008_EN.webp,0.15,2026-09-05,
OP-03,Pillars of Strength,OP03-009,Haruta,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP03/OP03-009_EN.webp,0.06,2026-09-05,
OP-03,Pillars of Strength,OP03-010,Fossa,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP03/OP03-010_EN.webp,0.06,2026-09-05,
