set_code,set_name,card_number,name,rarity,language,image_url,market_usd,as_of
OP-08,Two Legends,OP08-001,Tony Tony.Chopper,L,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP08/OP08-001_EN.webp,0.32,2026-09-05
OP-08,Two Legends,OP08-001p1,Tony Tony.Chopper,L,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP08/OP08-001_p1_EN.webp,86.45,2026-09-05
OP-08,Two Legends,OP08-002,Marco,L,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP08/OP08-002_EN.webp,0.16,2026-09-05
OP-08,Two Legends,OP08-002p1,Marco,L,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP08/OP08-002_p1_EN.webp,12.19,2026-09-05
OP-08,Two Legends,OP08-003,Twenty Doctors,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP08/OP08-003_EN.webp,0.04,2026-09-05
OP-08,Two Legends,OP08-004,Kuromarimo,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP08/OP08-004_EN.webp,0.05,2026-09-05
OP-08,Two Legends,OP08-005,Chess,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP08/OP08-005_EN.webp,0.06,2026-09-05
OP-08,Two Legends,OP08-006,Chessmarimo,UC,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP08/OP08-006_EN.webp,0.06,2026-09-05
OP-08,Two Legends,OP08-007,Tony Tony.Chopper,SR,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP08/OP08-007_EN.webp,1.20,2026-09-05
OP-08,Two Legends,OP08-007p1,Tony Tony.Chopper,SR,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP08/OP08-007_p1_EN.webp,28.06,2026-09-05
OP-08,Two Legends,OP08-008,Dalton,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP08/OP08-008_EN.webp,0.08,2026-09-05
OP-08,Two Legends,OP08-009,Maria Onion Bear,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP08/OP08-009_EN.webp,0.07,2026-09-05
OP-08,Two Legends,OP08-010,Hiking Bear,UC,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP08/OP08-010_EN.webp,0.13,2026-09-05
OP-08,Two Legends,OP08-011,Musshuru,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP08/OP08-011_EN.webp,0.05,2026-09-05
OP-08,Two Legends,OP08-012,Lapins,UC,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP08/OP08-012_EN.webp,0.08,2026-09-05
OP-08,Two Legends,OP08-013,Robson,UC,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP08/OP08-013_EN.webp,0.11,2026-09-05
