set_code,set_name,card_number,name,rarity,language,image_url,market_usd,as_of,variant
EB-02,Anime 25th Collection,EB02-001,Karoo,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB02/EB02-001_EN.webp,0.15,2026-09-05,
EB-02,Anime 25th Collection,EB02-002,Sabo,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB02/EB02-002_EN.webp,0.44,2026-09-05,
EB-02,Anime 25th Collection,EB02-003,Tony Tony.Chopper,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB02/EB02-003_EN.webp,0.92,2026-09-05,
EB-02,Anime 25th Collection,EB02-003p1,Tony Tony.Chopper,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB02/EB02-003_p1_EN.webp,47.06,2026-09-05,Alternate Art
EB-02,Anime 25th Collection,EB02-004,Don Accino,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB02/EB02-004_EN.webp,0.06,2026-09-05,
EB-02,Anime 25th Collection,EB02-005,Fake Straw Hat Crew,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB02/EB02-005_EN.webp,0.15,2026-09-05,
EB-02,Anime 25th Collection,EB02-006,Yamato,SR,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB02/EB02-006_EN.webp,7.65,2026-09-05,
EB-02,Anime 25th Collection,EB02-006p1,Yamato,SR,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB02/EB02-006_p1_EN.webp,38.55,2026-09-05,Alternate Art
EB-02,Anime 25th Collection,EB02-007,Cloven Rose Blizzard,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB02/EB02-007_EN.webp,0.09,2026-09-05,
EB-02,Anime 25th Collection,EB02-008,The Peak,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB02/EB02-008_EN.webp,0.95,2026-09-05,
EB-02,Anime 25th Collection,EB02-009,Thousand Sunny,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB02/EB02-009_EN.webp,0.15,2026-09-05,
EB-02,Anime 25th Collection,EB02-010,Monkey.D.Luffy,L,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB02/EB02-010_EN.webp,0.43,2026-09-05,
EB-02,Anime 25th Collection,EB02-010p1,Monkey.D.Luffy,L,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB02/EB02-010_p1_EN.webp,1004.87,2026-09-05,Alternate Art
EB-02,Anime 25th Collection,EB02-011,Arlong,SR,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB02/EB02-011_EN.webp,1.39,2026-09-05,
EB-02,Anime 25th Collection,EB02-011p1,Arlong,SR,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB02/EB02-011_p1_EN.webp,4.81,2026-09-05,Alternate Art
EB-02,Anime 25th Collection,EB02-012,Gaimon,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB02/EB02-012_EN.webp,0.08,2026-09-05,
EB-02,Anime 25th Collection,EB02-013,Carrot,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB02/EB02-013_EN.webp,0.23,2026-09-05,
EB-02,Anime 25th Collection,EB02-014,Sarfunkel,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB02/EB02-014_EN.webp,0.05,2026-09-05,
EB-02,Anime 25th Collection,EB02-015,Jewelry Bonney,SR,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB02/EB02-015_EN.webp,1.53,2026-09-05,
EB-02,Anime 25th Collection,EB02-015p1,Jewelry Bonney,SR,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB02/EB02-015_p1_EN.webp,16.10,2026-09-05,Alternate Art
EB-02,Anime 25th Collection,EB02-016,Chopperman,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB02/EB02-016_EN.webp,0.23,2026-09-05,
EB-02,Anime 25th Collection,EB02-017,Nami,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB02/EB02-017_EN.webp,14.09,2026-09-05,
EB-02,Anime 25th Collection,EB02-017p1,Nami,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB02/EB02-017_p1_EN.webp,136.99,2026-09-05,Alternate Art
EB-02,Anime 25th Collection,EB02-018,Buggy,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB02/EB02-018_EN.webp,0.51,2026-09-05,
EB-02,Anime 25th Collection,EB02-019,Roronoa Zoro,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB02/EB02-019_EN.webp,0.37,2026-09-05,
EB-02,Anime 25th Collection,EB02-020,We Are!,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB02/EB02-020_EN.webp,2.68,2026-09-05,
EB-02,Anime 25th Collection,EB02-021,Gum-Gum Giant Pistol,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB02/EB02-021_EN.webp,0.20,2026-09-05,
EB-02,Anime 25th Collection,EB02-022,Usopp,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB02/EB02-022_EN.webp,0.20,2026-09-05,
EB-02,Anime 25th Collection,EB02-022p1,Usopp,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB02/EB02-022_p1_EN.webp,29.13,2026-09-05,Alternate Art
EB-02,Anime 25th Collection,EB02-023,Crocodile,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB02/EB02-023_EN.webp,0.11,2026-09-05,
EB-02,Anime 25th Collection,EB02-024,Sogeking,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB02/EB02-024_EN.webp,0.11,2026-09-05,
EB-02,Anime 25th Collection,EB02-025,Donquixote Rosinante,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB02/EB02-025_EN.webp,0.23,2026-09-05,
EB-02,Anime 25th Collection,EB02-026,Nefeltari Vivi,SR,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB02/EB02-026_EN.webp,4.19,2026-09-05,
EB-02,Anime 25th Collection,EB02-026p1,Nefeltari Vivi,SR,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB02/EB02-026_p1_EN.webp,27.59,2026-09-05,Alternate Art
EB-02,Anime 25th Collection,EB02-027,Vista,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB02/EB02-027_EN.webp,0.05,2026-09-05,
EB-02,Anime 25th Collection,EB02-028,Portgas.D.Ace,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB02/EB02-028_EN.webp,0.27,2026-09-05,
EB-02,Anime 25th Collection,EB02-029,Grandpa Ryu,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB02/EB02-029_EN.webp,0.07,2026-09-05,
EB-02,Anime 25th Collection,EB02-030,And That's When Somebody Makes Fun of Their Friend's Dream!!!!,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB02/EB02-030_EN.webp,1.41,2026-09-05,
EB-02,Anime 25th Collection,EB02-031,Hope,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB02/EB02-031_EN.webp,0.56,2026-09-05,
EB-02,Anime 25th Collection,EB02-032,Iceburg,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB02/EB02-032_EN.webp,0.13,2026-09-05,
EB-02,Anime 25th Collection,EB02-033,Klabautermann,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB02/EB02-033_EN.webp,0.09,2026-09-05,
EB-02,Anime 25th Collection,EB02-034,Komei,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB02/EB02-034_EN.webp,0.06,2026-09-05,
EB-02,Anime 25th Collection,EB02-035,Sanji & Pudding,SR,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB02/EB02-035_EN.webp,9.58,2026-09-05,
EB-02,Anime 25th Collection,EB02-035p1,Sanji & Pudding,SR,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB02/EB02-035_p1_EN.webp,60.55,2026-09-05,Alternate Art
EB-02,Anime 25th Collection,EB02-036,Nico Robin,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB02/EB02-036_EN.webp,0.80,2026-09-05,
EB-02,Anime 25th Collection,EB02-036p1,Nico Robin,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB02/EB02-036_p1_EN.webp,47.51,2026-09-05,Alternate Art
EB-02,Anime 25th Collection,EB02-037,Franky,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB02/EB02-037_EN.webp,0.36,2026-09-05,
EB-02,Anime 25th Collection,EB02-038,Magellan,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB02/EB02-038_EN.webp,0.09,2026-09-05,
EB-02,Anime 25th Collection,EB02-039,GERMA 66,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB02/EB02-039_EN.webp,0.09,2026-09-05,
EB-02,Anime 25th Collection,EB02-040,BRAND NEW WORLD,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB02/EB02-040_EN.webp,0.96,2026-09-05,
EB-02,Anime 25th Collection,EB02-041,Merry Go,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB02/EB02-041_EN.webp,2.71,2026-09-05,
EB-02,Anime 25th Collection,EB02-042,All-Hunt Grount,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB02/EB02-042_EN.webp,0.05,2026-09-05,
EB-02,Anime 25th Collection,EB02-043,Jonathan,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB02/EB02-043_EN.webp,0.07,2026-09-05,
EB-02,Anime 25th Collection,EB02-044,Sengoku,SR,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB02/EB02-044_EN.webp,1.35,2026-09-05,
EB-02,Anime 25th Collection,EB02-044p1,Sengoku,SR,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB02/EB02-044_p1_EN.webp,10.22,2026-09-05,Alternate Art
EB-02,Anime 25th Collection,EB02-045,Trafalgar Law,SR,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB02/EB02-045_EN.webp,1.59,2026-09-05,
EB-02,Anime 25th Collection,EB02-045p1,Trafalgar Law,SR,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB02/EB02-045_p1_EN.webp,29.32,2026-09-05,Alternate Art
EB-02,Anime 25th Collection,EB02-046,Hildon,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB02/EB02-046_EN.webp,0.08,2026-09-05,
EB-02,Anime 25th Collection,EB02-047,Blueno,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB02/EB02-047_EN.webp,0.08,2026-09-05,
EB-02,Anime 25th Collection,EB02-048,Brook,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB02/EB02-048_EN.webp,0.25,2026-09-05,
EB-02,Anime 25th Collection,EB02-048p1,Brook,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB02/EB02-048_p1_EN.webp,14.24,2026-09-05,Alternate Art
EB-02,Anime 25th Collection,EB02-049,Monkey.D.Garp,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB02/EB02-049_EN.webp,0.29,2026-09-05,
EB-02,Anime 25th Collection,EB02-050,Kokoro no Chizu,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB02/EB02-050_EN.webp,0.71,2026-09-05,
EB-02,Anime 25th Collection,EB02-051,Three-Pace Hum Soul Notch Slash,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB02/EB02-051_EN.webp,0.08,2026-09-05,
EB-02,Anime 25th Collection,EB02-052,Enel,SR,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB02/EB02-052_EN.webp,5.45,2026-09-05,
EB-02,Anime 25th Collection,EB02-052p1,Enel,SR,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB02/EB02-052_p1_EN.webp,24.52,2026-09-05,Alternate Art
EB-02,Anime 25th Collection,EB02-053,Myskina Olga,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB02/EB02-053_EN.webp,0.07,2026-09-05,
EB-02,Anime 25th Collection,EB02-054,Sanji,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB02/EB02-054_EN.webp,0.47,2026-09-05,
EB-02,Anime 25th Collection,EB02-054p1,Sanji,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB02/EB02-054_p1_EN.webp,11.90,2026-09-05,Alternate Art
EB-02,Anime 25th Collection,EB02-055,Jinbe,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB02/EB02-055_EN.webp,0.22,2026-09-05,
EB-02,Anime 25th Collection,EB02-056,Vegapunk,SR,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB02/EB02-056_EN.webp,1.57,2026-09-05,
