set_code,set_name,card_number,name,rarity,language,image_url,market_usd,as_of,variant
OP-07,500 Years in the Future,OP07-001,Monkey.D.Dragon,L,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP07/OP07-001_EN.webp,0.17,2026-09-05,
OP-07,500 Years in the Future,OP07-001p1,Monkey.D.Dragon,L,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP07/OP07-001_p1_EN.webp,20.42,2026-09-05,Alternate Art
OP-07,500 Years in the Future,OP07-002,Ain,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP07/OP07-002_EN.webp,0.23,2026-09-05,
OP-07,500 Years in the Future,OP07-003,Outlook III,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP07/OP07-003_EN.webp,0.09,2026-09-05,
OP-07,500 Years in the Future,OP07-004,Curly.Dadan,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP07/OP07-004_EN.webp,0.11,2026-09-05,
OP-07,500 Years in the Future,OP07-005,Carina,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP07/OP07-005_EN.webp,0.17,2026-09-05,
OP-07,500 Years in the Future,OP07-005p1,Carina,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP07/OP07-005_p1_EN.webp,4.69,2026-09-05,Alternate Art
OP-07,500 Years in the Future,OP07-006,Sterry,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP07/OP07-006_EN.webp,0.04,2026-09-05,
OP-07,500 Years in the Future,OP07-007,Dice,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP07/OP07-007_EN.webp,0.07,2026-09-05,
OP-07,500 Years in the Future,OP07-008,Mr. Tanaka,UC,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP07/OP07-008_EN.webp,0.06,2026-09-05,
OP-07,500 Years in the Future,OP07-009,Dogura & Magura,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP07/OP07-009_EN.webp,0.07,2026-09-05,
OP-07,500 Years in the Future,OP07-010,Baccarat,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP07/OP07-010_EN.webp,0.20,2026-09-05,
OP-07,500 Years in the Future,OP07-011,Bluejam,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP07/OP07-011_EN.webp,0.04,2026-09-05,
OP-07,500 Years in the Future,OP07-012,Porchemy,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP07/OP07-012_EN.webp,0.05,2026-09-05,
OP-07,500 Years in the Future,OP07-013,Masked Deuce,UC,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP07/OP07-013_EN.webp,0.06,2026-09-05,
OP-07,500 Years in the Future,OP07-014,Moda,UC,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP07/OP07-014_EN.webp,0.07,2026-09-05,
OP-07,500 Years in the Future,OP07-015,Monkey.D.Dragon,SR,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP07/OP07-015_EN.webp,0.49,2026-09-05,
