set_code,set_name,card_number,name,rarity,language,image_url,market_usd,as_of,variant
ST-17,BLUE Donquixote Doflamingo,ST17-001,Crocodile,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST17/ST17-001_EN.webp,0.13,2026-09-05,
ST-17,BLUE Donquixote Doflamingo,ST17-002,Trafalgar Law,SR,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST17/ST17-002_EN.webp,0.55,2026-09-05,
ST-17,BLUE Donquixote Doflamingo,ST17-003,Buggy,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST17/ST17-003_EN.webp,0.44,2026-09-05,
ST-17,BLUE Donquixote Doflamingo,ST17-004,Boa Hancock,SR,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST17/ST17-004_EN.webp,8.32,2026-09-05,
ST-17,BLUE Donquixote Doflamingo,ST17-005,Marshall.D.Teach,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST17/ST17-005_EN.webp,0.30,2026-09-05,
ST-17,BLUE Donquixote Doflamingo,OP01-060p2,Donquixote Doflamingo,L,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP01/OP01-060_p2_EN.webp,1.76,2026-09-05,Leader
ST-17,BLUE Donquixote Doflamingo,OP01-073,Donquixote Doflamingo,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP01/OP01-073_EN.webp,0.38,2026-09-05,
ST-17,BLUE Donquixote Doflamingo,OP01-086,Overheat,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP01/OP01-086_EN.webp,0.15,2026-09-05,
ST-17,BLUE Donquixote Doflamingo,OP02-054,Gecko Moria,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP02/OP02-054_EN.webp,0.09,2026-09-05,
ST-17,BLUE Donquixote Doflamingo,OP02-057,Bartholomew Kuma,UC,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP02/OP02-057_EN.webp,0.08,2026-09-05,
ST-17,BLUE Donquixote Doflamingo,P-030,Jinbe,P,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/P/P-030_EN.webp,1.90,2026-09-05,
ST-17,BLUE Donquixote Doflamingo,ST03-002,Edward Weevil,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST03/ST03-002_EN.webp,0.04,2026-09-05,
ST-17,BLUE Donquixote Doflamingo,ST03-004,Gecko Moria,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST03/ST03-004_EN.webp,0.18,2026-09-05,
ST-17,BLUE Donquixote Doflamingo,ST03-005,Dracule Mihawk,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST03/ST03-005_EN.webp,0.13,2026-09-05,
ST-17,BLUE Donquixote Doflamingo,ST03-008,Trafalgar Law,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST03/ST03-008_EN.webp,0.15,2026-09-05,
