set_code,set_name,card_number,name,rarity,language,image_url,market_usd,as_of,variant
OP-12,Legacy of the Master,OP12-001,Silvers Rayleigh,L,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP12/OP12-001_EN.webp,0.16,2026-09-05,
OP-12,Legacy of the Master,OP12-001p1,Silvers Rayleigh,L,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP12/OP12-001_p1_EN.webp,19.86,2026-09-05,Alternate Art
OP-12,Legacy of the Master,OP12-002,Edward.Newgate,UC,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP12/OP12-002_EN.webp,0.13,2026-09-05,
OP-12,Legacy of the Master,OP12-003,Crocus,UC,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP12/OP12-003_EN.webp,0.10,2026-09-05,
OP-12,Legacy of the Master,OP12-004,Kouzuki Oden,UC,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP12/OP12-004_EN.webp,0.07,2026-09-05,
OP-12,Legacy of the Master,OP12-005,Shiki,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP12/OP12-005_EN.webp,0.07,2026-09-05,
OP-12,Legacy of the Master,OP12-006,Shakuyaku,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP12/OP12-006_EN.webp,0.19,2026-09-05,
OP-12,Legacy of the Master,OP12-007,Shanks,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP12/OP12-007_EN.webp,0.13,2026-09-05,
OP-12,Legacy of the Master,OP12-008,Shanks,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP12/OP12-008_EN.webp,0.30,2026-09-05,
OP-12,Legacy of the Master,OP12-008p1,Shanks,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP12/OP12-008_p1_EN.webp,7.32,2026-09-05,Alternate Art
OP-12,Legacy of the Master,OP12-009,Jinbe,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP12/OP12-009_EN.webp,0.21,2026-09-05,
OP-12,Legacy of the Master,OP12-010,Douglas Bullet,UC,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP12/OP12-010_EN.webp,0.09,2026-09-05,
OP-12,Legacy of the Master,OP12-011,Duval,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP12/OP12-011_EN.webp,0.05,2026-09-05,
OP-12,Legacy of the Master,OP12-012,Buggy,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP12/OP12-012_EN.webp,0.06,2026-09-05,
OP-12,Legacy of the Master,OP12-013,Hatchan,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP12/OP12-013_EN.webp,0.06,2026-09-05,
OP-12,Legacy of the Master,OP12-014,Boa Hancock,SR,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP12/OP12-014_EN.webp,0.76,2026-09-05,
OP-12,Legacy of the Master,OP12-014p1,Boa Hancock,SR,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP12/OP12-014_p1_EN.webp,17.54,2026-09-05,Alternate Art
OP-12,Legacy of the Master,OP12-015,Monkey.D.Luffy,SR,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP12/OP12-015_EN.webp,6.68,2026-09-05,
