set_code,set_name,card_number,name,rarity,language,image_url,market_usd,as_of,variant
ST-09,Yamato,ST09-001,Yamato,L,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST09/ST09-001_EN.webp,4.07,2026-09-05,
ST-09,Yamato,ST09-002,Uzuki Tempura,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST09/ST09-002_EN.webp,0.08,2026-09-05,
ST-09,Yamato,ST09-003,Ulti,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST09/ST09-003_EN.webp,0.20,2026-09-05,
ST-09,Yamato,ST09-004,Kaido,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST09/ST09-004_EN.webp,0.13,2026-09-05,
ST-09,Yamato,ST09-005,Kouzuki Oden,SR,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST09/ST09-005_EN.webp,0.79,2026-09-05,
ST-09,Yamato,ST09-006,Kouzuki Momonosuke,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST09/ST09-006_EN.webp,0.12,2026-09-05,
ST-09,Yamato,ST09-007,Shinobu,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST09/ST09-007_EN.webp,0.17,2026-09-05,
ST-09,Yamato,ST09-008,Shimotsuki Ushimaru,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST09/ST09-008_EN.webp,0.10,2026-09-05,
ST-09,Yamato,ST09-009,Fugetsu Omusubi,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST09/ST09-009_EN.webp,0.06,2026-09-05,
ST-09,Yamato,ST09-010,Portgas.D.Ace,SR,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST09/ST09-010_EN.webp,0.67,2026-09-05,
ST-09,Yamato,ST09-011,Monkey.D.Luffy,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST09/ST09-011_EN.webp,0.18,2026-09-05,
ST-09,Yamato,ST09-012,Yamato,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST09/ST09-012_EN.webp,0.18,2026-09-05,
ST-09,Yamato,ST09-013,Yamato,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST09/ST09-013_EN.webp,0.14,2026-09-05,
ST-09,Yamato,ST09-014,Narikabura Arrow,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST09/ST09-014_EN.webp,0.14,2026-09-05,
ST-09,Yamato,ST09-015,Thunder Bagua,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST09/ST09-015_EN.webp,0.20,2026-09-05,
