set_code,set_name,card_number,name,rarity,language,image_url,market_usd,as_of,variant
ST-16,GREEN Uta,ST16-001,Uta,SR,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST16/ST16-001_EN.webp,0.56,2026-09-05,
ST-16,GREEN Uta,ST16-002,Gordon,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST16/ST16-002_EN.webp,0.09,2026-09-05,
ST-16,GREEN Uta,ST16-003,Charlotte Katakuri,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST16/ST16-003_EN.webp,0.11,2026-09-05,
ST-16,GREEN Uta,ST16-004,Shanks,SR,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST16/ST16-004_EN.webp,5.98,2026-09-05,
ST-16,GREEN Uta,ST16-005,Monkey.D.Luffy,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST16/ST16-005_EN.webp,0.28,2026-09-05,
ST-16,GREEN Uta,P-029,Bartolomeo,P,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/P/P-029_EN.webp,1.20,2026-09-05,
ST-16,GREEN Uta,P-057p1,Fleeting Lullaby,P,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/P/P-057_p1_EN.webp,0.27,2026-09-05,Parallel
ST-16,GREEN Uta,P-058p1,Where the Wind Blows,P,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/P/P-058_p1_EN.webp,0.25,2026-09-05,Parallel
ST-16,GREEN Uta,P-059p1,The World's Continuation,P,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/P/P-059_p1_EN.webp,0.22,2026-09-05,Parallel
ST-16,GREEN Uta,P-060p1,Tot Musica,P,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/P/P-060_p1_EN.webp,0.24,2026-09-05,Parallel
ST-16,GREEN Uta,P-061,Monkey.D.Luffy,P,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/P/P-061_EN.webp,4.60,2026-09-05,
ST-16,GREEN Uta,ST11-001p1,Uta,L,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST11/ST11-001_p1_EN.webp,0.49,2026-09-05,Leader
ST-16,GREEN Uta,ST11-003p2,Backlight,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST11/ST11-003_p2_EN.webp,0.18,2026-09-05,Common
ST-16,GREEN Uta,ST11-004p2,New Genesis,SR,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST11/ST11-004_p2_EN.webp,0.35,2026-09-05,Super Rare
ST-16,GREEN Uta,ST11-005p2,I'm invincible,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST11/ST11-005_p2_EN.webp,0.19,2026-09-05,Common
