set_code,set_name,card_number,name,rarity,language,image_url,market_usd,as_of,variant
ST-24,GREEN Jewelry Bonney,ST24-001,"Capone""Gang""Bege",C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST24/ST24-001_EN.webp,0.09,2026-09-05,
ST-24,GREEN Jewelry Bonney,ST24-002,Kid & Killer,SR,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST24/ST24-002_EN.webp,1.27,2026-09-05,
ST-24,GREEN Jewelry Bonney,ST24-003,Basil Hawkins,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST24/ST24-003_EN.webp,0.11,2026-09-05,
ST-24,GREEN Jewelry Bonney,ST24-004,Law & Bepo,SR,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST24/ST24-004_EN.webp,6.82,2026-09-05,
ST-24,GREEN Jewelry Bonney,ST24-005,X.Drake,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST24/ST24-005_EN.webp,0.16,2026-09-05,
ST-24,GREEN Jewelry Bonney,EB01-015,Scratchmen Apoo,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/EB01/EB01-015_EN.webp,0.67,2026-09-05,
ST-24,GREEN Jewelry Bonney,OP07-019p3,Jewelry Bonney,L,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP07/OP07-019_p3_EN.webp,1.19,2026-09-05,Leader
ST-24,GREEN Jewelry Bonney,OP07-021,Urouge,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP07/OP07-021_EN.webp,0.10,2026-09-05,
ST-24,GREEN Jewelry Bonney,OP07-023,Caribou,UC,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP07/OP07-023_EN.webp,0.07,2026-09-05,
ST-24,GREEN Jewelry Bonney,OP07-025,Coribou,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP07/OP07-025_EN.webp,0.04,2026-09-05,
ST-24,GREEN Jewelry Bonney,OP07-031,Bartolomeo,UC,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP07/OP07-031_EN.webp,0.08,2026-09-05,
ST-24,GREEN Jewelry Bonney,OP07-033,Monkey.D.Luffy,UC,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP07/OP07-033_EN.webp,0.13,2026-09-05,
ST-24,GREEN Jewelry Bonney,OP07-034,Roronoa Zoro,UC,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP07/OP07-034_EN.webp,0.13,2026-09-05,
ST-24,GREEN Jewelry Bonney,OP07-036,Demonic Aura Nine-Sword Style Asura Demon Nine Flash,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP07/OP07-036_EN.webp,0.22,2026-09-05,
ST-24,GREEN Jewelry Bonney,OP07-037,More Pizza!!,UC,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP07/OP07-037_EN.webp,0.10,2026-09-05,
