set_code,set_name,card_number,name,rarity,language,image_url,market_usd,as_of,variant
ST-23,RED Shanks,ST23-001,Uta,SR,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST23/ST23-001_EN.webp,20.02,2026-09-05,
ST-23,RED Shanks,ST23-002,Shanks,SR,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST23/ST23-002_EN.webp,1.15,2026-09-05,
ST-23,RED Shanks,ST23-003,Benn.Beckman,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST23/ST23-003_EN.webp,0.11,2026-09-05,
ST-23,RED Shanks,ST23-004,Monkey.D.Luffy,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST23/ST23-004_EN.webp,0.12,2026-09-05,
ST-23,RED Shanks,ST23-005,Yasopp,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST23/ST23-005_EN.webp,0.14,2026-09-05,
ST-23,RED Shanks,OP09-001p2,Shanks,L,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-001_p2_EN.webp,1.35,2026-09-05,Leader
ST-23,RED Shanks,OP09-006,Howling Gab,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-006_EN.webp,0.07,2026-09-05,
ST-23,RED Shanks,OP09-010,Bonk Punch,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-010_EN.webp,0.06,2026-09-05,
ST-23,RED Shanks,OP09-011,Hongo,UC,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-011_EN.webp,0.10,2026-09-05,
ST-23,RED Shanks,OP09-012,Monster,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-012_EN.webp,0.06,2026-09-05,
ST-23,RED Shanks,OP09-013,Yasopp,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-013_EN.webp,0.16,2026-09-05,
ST-23,RED Shanks,OP09-014,Limejuice,UC,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-014_EN.webp,0.07,2026-09-05,
ST-23,RED Shanks,OP09-015,Lucky.Roux,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-015_EN.webp,0.14,2026-09-05,
ST-23,RED Shanks,OP09-016,Rockstar,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-016_EN.webp,0.04,2026-09-05,
ST-23,RED Shanks,OP09-020,Come On!! We'll Fight You!!,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-020_EN.webp,0.16,2026-09-05,
