set_code,set_name,card_number,name,rarity,language,image_url,market_usd,as_of,variant
ST-03,The Seven Warlords of The Sea,ST03-001,Crocodile,L,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST03/ST03-001_EN.webp,1.88,2026-09-05,
ST-03,The Seven Warlords of The Sea,ST03-002,Edward Weevil,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST03/ST03-002_EN.webp,0.04,2026-09-05,
ST-03,The Seven Warlords of The Sea,ST03-003,Crocodile,SR,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST03/ST03-003_EN.webp,0.26,2026-09-05,
ST-03,The Seven Warlords of The Sea,ST03-004,Gecko Moria,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST03/ST03-004_EN.webp,0.18,2026-09-05,
ST-03,The Seven Warlords of The Sea,ST03-005,Dracule Mihawk,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST03/ST03-005_EN.webp,0.13,2026-09-05,
ST-03,The Seven Warlords of The Sea,ST03-006,Jinbe,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST03/ST03-006_EN.webp,0.16,2026-09-05,
ST-03,The Seven Warlords of The Sea,ST03-007,Sentomaru,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST03/ST03-007_EN.webp,0.16,2026-09-05,
ST-03,The Seven Warlords of The Sea,ST03-008,Trafalgar Law,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST03/ST03-008_EN.webp,0.15,2026-09-05,
ST-03,The Seven Warlords of The Sea,ST03-009,Donquixote Doflamingo,SR,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST03/ST03-009_EN.webp,0.24,2026-09-05,
ST-03,The Seven Warlords of The Sea,ST03-010,Bartholomew Kuma,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST03/ST03-010_EN.webp,0.13,2026-09-05,
ST-03,The Seven Warlords of The Sea,ST03-011,Buggy,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST03/ST03-011_EN.webp,0.16,2026-09-05,
ST-03,The Seven Warlords of The Sea,ST03-012,Pacifista,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST03/ST03-012_EN.webp,0.12,2026-09-05,
ST-03,The Seven Warlords of The Sea,ST03-013,Boa Hancock,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST03/ST03-013_EN.webp,0.24,2026-09-05,
ST-03,The Seven Warlords of The Sea,ST03-014,Marshall.D.Teach,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST03/ST03-014_EN.webp,0.22,2026-09-05,
ST-03,The Seven Warlords of The Sea,ST03-015,Sables,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST03/ST03-015_EN.webp,1.55,2026-09-05,
ST-03,The Seven Warlords of The Sea,ST03-016,Thrust Pad Cannon,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST03/ST03-016_EN.webp,0.12,2026-09-05,
ST-03,The Seven Warlords of The Sea,ST03-017,Love-Love Mellow,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST03/ST03-017_EN.webp,1.62,2026-09-05,
