set_code,set_name,card_number,name,rarity,language,image_url,market_usd,as_of,variant
ST-05,Film Edition,ST05-001,Shanks,L,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST05/ST05-001_EN.webp,5.62,2026-09-05,
ST-05,Film Edition,ST05-002,Ain,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST05/ST05-002_EN.webp,0.28,2026-09-05,
ST-05,Film Edition,ST05-003,Ann,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST05/ST05-003_EN.webp,0.09,2026-09-05,
ST-05,Film Edition,ST05-004,Uta,SR,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST05/ST05-004_EN.webp,1.16,2026-09-05,
ST-05,Film Edition,ST05-005,Carina,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST05/ST05-005_EN.webp,0.33,2026-09-05,
ST-05,Film Edition,ST05-006,Gild Tesoro,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST05/ST05-006_EN.webp,0.56,2026-09-05,
ST-05,Film Edition,ST05-007,Gordon,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST05/ST05-007_EN.webp,0.08,2026-09-05,
ST-05,Film Edition,ST05-008,Shiki,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST05/ST05-008_EN.webp,0.22,2026-09-05,
ST-05,Film Edition,ST05-009,Scarlet,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST05/ST05-009_EN.webp,0.10,2026-09-05,
ST-05,Film Edition,ST05-010,Zephyr,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST05/ST05-010_EN.webp,0.22,2026-09-05,
ST-05,Film Edition,ST05-011,Douglas Bullet,SR,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST05/ST05-011_EN.webp,0.69,2026-09-05,
ST-05,Film Edition,ST05-012,Baccarat,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST05/ST05-012_EN.webp,0.08,2026-09-05,
ST-05,Film Edition,ST05-013,Bins,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST05/ST05-013_EN.webp,0.09,2026-09-05,
ST-05,Film Edition,ST05-014,Buena Festa,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST05/ST05-014_EN.webp,1.27,2026-09-05,
ST-05,Film Edition,ST05-015,Dr. Indigo,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST05/ST05-015_EN.webp,0.07,2026-09-05,
ST-05,Film Edition,ST05-016,Lion's Threat Imperial Earth Bind,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST05/ST05-016_EN.webp,0.32,2026-09-05,
ST-05,Film Edition,ST05-017,Union Armada,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST05/ST05-017_EN.webp,0.19,2026-09-05,
