set_code,set_name,card_number,name,rarity,language,image_url,market_usd,as_of
OP-11,A Fist of Divine Speed,OP11-001,Koby,L,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP11/OP11-001_EN.webp,0.16,2026-09-05
OP-11,A Fist of Divine Speed,OP11-001p1,Koby,L,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP11/OP11-001_p1_EN.webp,28.72,2026-09-05
OP-11,A Fist of Divine Speed,OP11-002,Ain,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP11/OP11-002_EN.webp,0.07,2026-09-05
OP-11,A Fist of Divine Speed,OP11-003,Usopp,UC,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP11/OP11-003_EN.webp,0.11,2026-09-05
OP-11,A Fist of Divine Speed,OP11-004,Kujyaku,SR,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP11/OP11-004_EN.webp,0.73,2026-09-05
OP-11,A Fist of Divine Speed,OP11-004p1,Kujyaku,SR,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP11/OP11-004_p1_EN.webp,9.72,2026-09-05
OP-11,A Fist of Divine Speed,OP11-005,Smoker,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP11/OP11-005_EN.webp,0.07,2026-09-05
OP-11,A Fist of Divine Speed,OP11-006,Zephyr,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP11/OP11-006_EN.webp,0.06,2026-09-05
OP-11,A Fist of Divine Speed,OP11-007,Tashigi,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP11/OP11-007_EN.webp,0.08,2026-09-05
OP-11,A Fist of Divine Speed,OP11-008,Doll,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP11/OP11-008_EN.webp,0.18,2026-09-05
OP-11,A Fist of Divine Speed,OP11-008p1,Doll,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP11/OP11-008_p1_EN.webp,13.62,2026-09-05
OP-11,A Fist of Divine Speed,OP11-009,Nico Robin,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP11/OP11-009_EN.webp,0.10,2026-09-05
OP-11,A Fist of Divine Speed,OP11-010,Hibari,SR,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP11/OP11-010_EN.webp,0.45,2026-09-05
OP-11,A Fist of Divine Speed,OP11-010p1,Hibari,SR,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP11/OP11-010_p1_EN.webp,5.50,2026-09-05
OP-11,A Fist of Divine Speed,OP11-011,Bins,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP11/OP11-011_EN.webp,0.06,2026-09-05
OP-11,A Fist of Divine Speed,OP11-012,Franky,UC,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP11/OP11-012_EN.webp,0.15,2026-09-05
OP-11,A Fist of Divine Speed,OP11-013,Prince Grus,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP11/OP11-013_EN.webp,0.12,2026-09-05
OP-11,A Fist of Divine Speed,OP11-014,Borsalino,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP11/OP11-014_EN.webp,0.13,2026-09-05
OP-11,A Fist of Divine Speed,OP11-015,Mocha,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP11/OP11-015_EN.webp,0.06,2026-09-05
OP-11,A Fist of Divine Speed,OP11-016,Roronoa Zoro,UC,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP11/OP11-016_EN.webp,0.13,2026-09-05
OP-11,A Fist of Divine Speed,OP11-017,X.Drake,UC,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP11/OP11-017_EN.webp,0.07,2026-09-05
OP-11,A Fist of Divine Speed,OP11-018,Honesty Impact,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP11/OP11-018_EN.webp,0.23,2026-09-05
OP-11,A Fist of Divine Speed,OP11-018p1,Honesty Impact,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP11/OP11-018_p1_EN.webp,43.94,2026-09-05
OP-11,A Fist of Divine Speed,OP11-019,Glorp Web!!,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP11/OP11-019_EN.webp,0.05,2026-09-05
OP-11,A Fist of Divine Speed,OP11-020,X Calibur,UC,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP11/OP11-020_EN.webp,0.07,2026-09-05
OP-11,A Fist of Divine Speed,OP11-021,Jinbe,L,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP11/OP11-021_EN.webp,0.15,2026-09-05
OP-11,A Fist of Divine Speed,OP11-021p1,Jinbe,L,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP11/OP11-021_p1_EN.webp,8.87,2026-09-05
OP-11,A Fist of Divine Speed,OP11-022,Shirahoshi,L,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP11/OP11-022_EN.webp,0.14,2026-09-05
OP-11,A Fist of Divine Speed,OP11-022p1,Shirahoshi,L,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP11/OP11-022_p1_EN.webp,19.83,2026-09-05
OP-11,A Fist of Divine Speed,OP11-023,Arlong,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP11/OP11-023_EN.webp,0.12,2026-09-05
OP-11,A Fist of Divine Speed,OP11-023p1,Arlong,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP11/OP11-023_p1_EN.webp,1.31,2026-09-05
OP-11,A Fist of Divine Speed,OP11-024,Aladine,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP11/OP11-024_EN.webp,0.06,2026-09-05
OP-11,A Fist of Divine Speed,OP11-025,Ishilly,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP11/OP11-025_EN.webp,0.07,2026-09-05
