set_code,set_name,card_number,name,rarity,language,image_url,market_usd,as_of,variant
ST-01,Straw Hat Crew,ST01-001,Monkey.D.Luffy,L,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST01/ST01-001_EN.webp,41.41,2026-09-05,
ST-01,Straw Hat Crew,ST01-002,Usopp,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST01/ST01-002_EN.webp,0.15,2026-09-05,
ST-01,Straw Hat Crew,ST01-003,Karoo,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST01/ST01-003_EN.webp,0.16,2026-09-05,
ST-01,Straw Hat Crew,ST01-004,Sanji,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST01/ST01-004_EN.webp,0.29,2026-09-05,
ST-01,Straw Hat Crew,ST01-005,Jinbe,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST01/ST01-005_EN.webp,0.10,2026-09-05,
ST-01,Straw Hat Crew,ST01-006,Tony Tony.Chopper,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST01/ST01-006_EN.webp,0.27,2026-09-05,
ST-01,Straw Hat Crew,ST01-007,Nami,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST01/ST01-007_EN.webp,0.70,2026-09-05,
ST-01,Straw Hat Crew,ST01-008,Nico Robin,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST01/ST01-008_EN.webp,0.23,2026-09-05,
ST-01,Straw Hat Crew,ST01-009,Nefeltari Vivi,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST01/ST01-009_EN.webp,0.17,2026-09-05,
ST-01,Straw Hat Crew,ST01-010,Franky,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST01/ST01-010_EN.webp,0.16,2026-09-05,
ST-01,Straw Hat Crew,ST01-011,Brook,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST01/ST01-011_EN.webp,4.82,2026-09-05,
ST-01,Straw Hat Crew,ST01-012,Monkey.D.Luffy,SR,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST01/ST01-012_EN.webp,8.26,2026-09-05,
ST-01,Straw Hat Crew,ST01-013,Roronoa Zoro,SR,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST01/ST01-013_EN.webp,2.67,2026-09-05,
ST-01,Straw Hat Crew,ST01-014,Guard Point,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST01/ST01-014_EN.webp,0.16,2026-09-05,
ST-01,Straw Hat Crew,ST01-015,Gum-Gum Jet Pistol,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST01/ST01-015_EN.webp,0.22,2026-09-05,
ST-01,Straw Hat Crew,ST01-016,Diable Jambe,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST01/ST01-016_EN.webp,0.56,2026-09-05,
ST-01,Straw Hat Crew,ST01-017,Thousand Sunny,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST01/ST01-017_EN.webp,0.17,2026-09-05,
