set_code,set_name,card_number,name,rarity,language,image_url,market_usd,as_of,variant
OP-05,Awakening of the New Era,OP05-001,Sabo,L,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP05/OP05-001_EN.webp,0.18,2026-09-05,
OP-05,Awakening of the New Era,OP05-001p1,Sabo,L,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP05/OP05-001_p1_EN.webp,14.62,2026-09-05,Alternate Art
OP-05,Awakening of the New Era,OP05-002,Belo Betty,L,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP05/OP05-002_EN.webp,0.19,2026-09-05,
OP-05,Awakening of the New Era,OP05-002p1,Belo Betty,L,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP05/OP05-002_p1_EN.webp,36.37,2026-09-05,Alternate Art
OP-05,Awakening of the New Era,OP05-003,Inazuma,UC,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP05/OP05-003_EN.webp,0.24,2026-09-05,
OP-05,Awakening of the New Era,OP05-004,Emporio.Ivankov,UC,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP05/OP05-004_EN.webp,0.13,2026-09-05,
OP-05,Awakening of the New Era,OP05-005,Karasu,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP05/OP05-005_EN.webp,0.62,2026-09-05,
OP-05,Awakening of the New Era,OP05-006,Koala,SR,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP05/OP05-006_EN.webp,0.73,2026-09-05,
OP-05,Awakening of the New Era,OP05-006p1,Koala,SR,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP05/OP05-006_p1_EN.webp,5.43,2026-09-05,Alternate Art
OP-05,Awakening of the New Era,OP05-007,Sabo,SR,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP05/OP05-007_EN.webp,0.46,2026-09-05,
OP-05,Awakening of the New Era,OP05-007p1,Sabo,SR,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP05/OP05-007_p1_EN.webp,3.51,2026-09-05,Alternate Art
OP-05,Awakening of the New Era,OP05-008,Chaka,UC,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP05/OP05-008_EN.webp,0.09,2026-09-05,
OP-05,Awakening of the New Era,OP05-009,Toh-Toh,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP05/OP05-009_EN.webp,0.06,2026-09-05,
OP-05,Awakening of the New Era,OP05-010,Nico Robin,UC,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP05/OP05-010_EN.webp,0.16,2026-09-05,
OP-05,Awakening of the New Era,OP05-011,Bartholomew Kuma,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP05/OP05-011_EN.webp,0.13,2026-09-05,
OP-05,Awakening of the New Era,OP05-012,Hack,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP05/OP05-012_EN.webp,0.06,2026-09-05,
OP-05,Awakening of the New Era,OP05-013,Bunny Joe,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP05/OP05-013_EN.webp,0.06,2026-09-05,
