set_code,set_name,card_number,name,rarity,language,image_url,market_usd,as_of,variant
OP-16,The Time of Battle,OP16-001,Portgas.D.Ace,L,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP16/OP16-001_EN.webp,0.18,2026-09-05,
OP-16,The Time of Battle,OP16-001p1,Portgas.D.Ace,L,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP16/OP16-001_p1_EN.webp,49.36,2026-09-05,Alternate Art
OP-16,The Time of Battle,OP16-002,Izo,UC,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP16/OP16-002_EN.webp,0.12,2026-09-05,
OP-16,The Time of Battle,OP16-003,Edward.Newgate,SR,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP16/OP16-003_EN.webp,2.01,2026-09-05,
OP-16,The Time of Battle,OP16-003p1,Edward.Newgate,SR,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP16/OP16-003_p1_EN.webp,28.16,2026-09-05,Alternate Art
OP-16,The Time of Battle,OP16-004,Curiel,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP16/OP16-004_EN.webp,0.13,2026-09-05,
OP-16,The Time of Battle,OP16-005,Thatch,UC,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP16/OP16-005_EN.webp,0.14,2026-09-05,
OP-16,The Time of Battle,OP16-006,Shanks,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP16/OP16-006_EN.webp,0.05,2026-09-05,
OP-16,The Time of Battle,OP16-007,Jozu,UC,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP16/OP16-007_EN.webp,0.07,2026-09-05,
OP-16,The Time of Battle,OP16-008,Squard,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP16/OP16-008_EN.webp,0.05,2026-09-05,
OP-16,The Time of Battle,OP16-009,Speed Jil,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP16/OP16-009_EN.webp,0.09,2026-09-05,
OP-16,The Time of Battle,OP16-010,Namule,UC,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP16/OP16-010_EN.webp,0.17,2026-09-05,
OP-16,The Time of Battle,OP16-011,Vista,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP16/OP16-011_EN.webp,0.20,2026-09-05,
OP-16,The Time of Battle,OP16-011p1,Vista,TR,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP16/OP16-011_p1_EN.webp,21.63,2026-09-05,Treasure Rare
OP-16,The Time of Battle,OP16-012,Benn.Beckman,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP16/OP16-012_EN.webp,0.12,2026-09-05,
OP-16,The Time of Battle,OP16-013,McGuy,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP16/OP16-013_EN.webp,0.06,2026-09-05,
