set_code,set_name,card_number,name,rarity,language,image_url,market_usd,as_of,variant
ST-26,PURPLE/BLACK Monkey.D.Luffy,ST26-001,Soba Mask,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST26/ST26-001_EN.webp,0.12,2026-09-05,
ST-26,PURPLE/BLACK Monkey.D.Luffy,ST26-002,Tony Tony.Chopper,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST26/ST26-002_EN.webp,0.32,2026-09-05,
ST-26,PURPLE/BLACK Monkey.D.Luffy,ST26-003,Nico Robin,SR,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST26/ST26-003_EN.webp,2.03,2026-09-05,
ST-26,PURPLE/BLACK Monkey.D.Luffy,ST26-004,General Franky,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST26/ST26-004_EN.webp,0.11,2026-09-05,
ST-26,PURPLE/BLACK Monkey.D.Luffy,ST26-005,Monkey.D.Luffy,SR,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST26/ST26-005_EN.webp,2.95,2026-09-05,
ST-26,PURPLE/BLACK Monkey.D.Luffy,OP05-065,San-Gorou,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP05/OP05-065_EN.webp,0.10,2026-09-05,
ST-26,PURPLE/BLACK Monkey.D.Luffy,OP05-066,Jinbe,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP05/OP05-066_EN.webp,0.10,2026-09-05,
ST-26,PURPLE/BLACK Monkey.D.Luffy,OP05-070,Fra-Nosuke,UC,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP05/OP05-070_EN.webp,0.14,2026-09-05,
ST-26,PURPLE/BLACK Monkey.D.Luffy,OP09-061p2,Monkey.D.Luffy,L,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-061_p2_EN.webp,7.88,2026-09-05,Leader
ST-26,PURPLE/BLACK Monkey.D.Luffy,OP09-063,Usopp,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-063_EN.webp,0.10,2026-09-05,
ST-26,PURPLE/BLACK Monkey.D.Luffy,OP09-070,Nami,UC,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-070_EN.webp,0.19,2026-09-05,
ST-26,PURPLE/BLACK Monkey.D.Luffy,OP09-076,Roronoa Zoro,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-076_EN.webp,0.29,2026-09-05,
ST-26,PURPLE/BLACK Monkey.D.Luffy,OP09-077,Gum-Gum Lightning,UC,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-077_EN.webp,0.19,2026-09-05,
ST-26,PURPLE/BLACK Monkey.D.Luffy,OP09-078,Gum-Gum Giant,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP09/OP09-078_EN.webp,2.00,2026-09-05,
ST-26,PURPLE/BLACK Monkey.D.Luffy,ST14-010,Brook,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST14/ST14-010_EN.webp,0.13,2026-09-05,
