set_code,set_name,card_number,name,rarity,language,image_url,market_usd,as_of,variant
OP-14,The Azure Sea's Seven,OP14-001,Trafalgar Law,L,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP14/OP14-001_EN.webp,0.18,2026-09-05,
OP-14,The Azure Sea's Seven,OP14-001p1,Trafalgar Law,L,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP14/OP14-001_p1_EN.webp,21.23,2026-09-05,Alternate Art
OP-14,The Azure Sea's Seven,OP14-002,Urouge,UC,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP14/OP14-002_EN.webp,0.08,2026-09-05,
OP-14,The Azure Sea's Seven,OP14-003,"Capone""Gang""Bege",C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP14/OP14-003_EN.webp,0.03,2026-09-05,
OP-14,The Azure Sea's Seven,OP14-004,Cavendish,UC,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP14/OP14-004_EN.webp,0.08,2026-09-05,
OP-14,The Azure Sea's Seven,OP14-005,Killer,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP14/OP14-005_EN.webp,0.10,2026-09-05,
OP-14,The Azure Sea's Seven,OP14-006,Shachi & Penguin,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP14/OP14-006_EN.webp,0.04,2026-09-05,
OP-14,The Azure Sea's Seven,OP14-007,Jewelry Bonney,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP14/OP14-007_EN.webp,0.12,2026-09-05,
OP-14,The Azure Sea's Seven,OP14-008,Scratchmen Apoo,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP14/OP14-008_EN.webp,0.06,2026-09-05,
OP-14,The Azure Sea's Seven,OP14-009,Trafalgar Law,SR,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP14/OP14-009_EN.webp,0.59,2026-09-05,
OP-14,The Azure Sea's Seven,OP14-009p1,Trafalgar Law,SR,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP14/OP14-009_p1_EN.webp,14.91,2026-09-05,Alternate Art
OP-14,The Azure Sea's Seven,OP14-010,Basil Hawkins,UC,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP14/OP14-010_EN.webp,0.08,2026-09-05,
OP-14,The Azure Sea's Seven,OP14-011,Bartolomeo,UC,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP14/OP14-011_EN.webp,0.10,2026-09-05,
OP-14,The Azure Sea's Seven,OP14-012,Bepo,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP14/OP14-012_EN.webp,0.11,2026-09-05,
OP-14,The Azure Sea's Seven,OP14-013,Monkey.D.Luffy,SR,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP14/OP14-013_EN.webp,0.74,2026-09-05,
OP-14,The Azure Sea's Seven,OP14-013p1,Monkey.D.Luffy,SR,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP14/OP14-013_p1_EN.webp,11.87,2026-09-05,Alternate Art
OP-14,The Azure Sea's Seven,OP14-014,"Eustass""Captain""Kid",R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP14/OP14-014_EN.webp,0.12,2026-09-05,
OP-14,The Azure Sea's Seven,OP14-015,Roronoa Zoro,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP14/OP14-015_EN.webp,0.27,2026-09-05,
OP-14,The Azure Sea's Seven,OP14-015p1,Roronoa Zoro,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP14/OP14-015_p1_EN.webp,9.26,2026-09-05,Alternate Art
OP-14,The Azure Sea's Seven,OP14-016,X.Drake,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP14/OP14-016_EN.webp,0.19,2026-09-05,
OP-14,The Azure Sea's Seven,OP14-017,Chambres,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP14/OP14-017_EN.webp,0.10,2026-09-05,
OP-14,The Azure Sea's Seven,OP14-018,Time for the Counterattack,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP14/OP14-018_EN.webp,0.57,2026-09-05,
OP-14,The Azure Sea's Seven,OP14-019,I Have a Plan to Take Down One of the Four Emperors!!,UC,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP14/OP14-019_EN.webp,0.25,2026-09-05,
OP-14,The Azure Sea's Seven,OP14-020,Dracule Mihawk,L,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP14/OP14-020_EN.webp,0.20,2026-09-05,
OP-14,The Azure Sea's Seven,OP14-020p1,Dracule Mihawk,L,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP14/OP14-020_p1_EN.webp,67.56,2026-09-05,Alternate Art
OP-14,The Azure Sea's Seven,OP14-021,Issho,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP14/OP14-021_EN.webp,0.06,2026-09-05,
OP-14,The Azure Sea's Seven,OP14-022,Usopp,UC,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP14/OP14-022_EN.webp,0.18,2026-09-05,
OP-14,The Azure Sea's Seven,OP14-023,Kikunojo,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP14/OP14-023_EN.webp,0.74,2026-09-05,
OP-14,The Azure Sea's Seven,OP14-024,Kin'emon,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP14/OP14-024_EN.webp,0.09,2026-09-05,
OP-14,The Azure Sea's Seven,OP14-025,Kuro,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP14/OP14-025_EN.webp,0.05,2026-09-05,
OP-14,The Azure Sea's Seven,OP14-026,Kouzuki Oden,UC,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP14/OP14-026_EN.webp,0.13,2026-09-05,
OP-14,The Azure Sea's Seven,OP14-027,Shanks,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP14/OP14-027_EN.webp,0.79,2026-09-05,
OP-14,The Azure Sea's Seven,OP14-027p1,Shanks,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP14/OP14-027_p1_EN.webp,23.63,2026-09-05,Alternate Art
OP-14,The Azure Sea's Seven,OP14-028,Johnny,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP14/OP14-028_EN.webp,0.04,2026-09-05,
OP-14,The Azure Sea's Seven,OP14-029,Tashigi,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP14/OP14-029_EN.webp,0.23,2026-09-05,
