set_code,set_name,card_number,name,rarity,language,image_url,market_usd,as_of,variant
OP-17,The World's Strongest Warriors,OP17-001,Edward.Newgate,L,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP17/OP17-001_EN.webp,0.11,2026-09-05,
OP-17,The World's Strongest Warriors,OP17-001p1,Edward.Newgate,L,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP17/OP17-001_p1_EN.webp,18.93,2026-09-05,Alternate Art
OP-17,The World's Strongest Warriors,OP17-002,Atmos,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP17/OP17-002_EN.webp,0.05,2026-09-05,
OP-17,The World's Strongest Warriors,OP17-003,Izo,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP17/OP17-003_EN.webp,0.18,2026-09-05,
OP-17,The World's Strongest Warriors,OP17-004,Inuarashi & Nekomamushi,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP17/OP17-004_EN.webp,0.08,2026-09-05,
OP-17,The World's Strongest Warriors,OP17-005,Edward.Newgate,SR,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP17/OP17-005_EN.webp,1.85,2026-09-05,
OP-17,The World's Strongest Warriors,OP17-005p1,Edward.Newgate,SR,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP17/OP17-005_p1_EN.webp,20.82,2026-09-05,Alternate Art
OP-17,The World's Strongest Warriors,OP17-005p2,Edward.Newgate,SR,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP17/OP17-005_p2_EN.webp,1205.66,2026-09-05,Manga Art
OP-17,The World's Strongest Warriors,OP17-006,Kingdew,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP17/OP17-006_EN.webp,0.08,2026-09-05,
OP-17,The World's Strongest Warriors,OP17-006p1,Kingdew,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP17/OP17-006_p1_EN.webp,2.76,2026-09-05,Parallel
OP-17,The World's Strongest Warriors,OP17-007,Kouzuki Oden,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP17/OP17-007_EN.webp,0.11,2026-09-05,
OP-17,The World's Strongest Warriors,OP17-008,Jozu,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP17/OP17-008_EN.webp,0.11,2026-09-05,
OP-17,The World's Strongest Warriors,OP17-009,Haruta,UC,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP17/OP17-009_EN.webp,0.15,2026-09-05,
OP-17,The World's Strongest Warriors,OP17-010,Fossa,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP17/OP17-010_EN.webp,0.05,2026-09-05,
OP-17,The World's Strongest Warriors,OP17-011,Blamenco,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP17/OP17-011_EN.webp,0.06,2026-09-05,
OP-17,The World's Strongest Warriors,OP17-012,Blenheim,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP17/OP17-012_EN.webp,0.08,2026-09-05,
OP-17,The World's Strongest Warriors,OP17-013,Portgas.D.Ace,UC,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP17/OP17-013_EN.webp,0.14,2026-09-05,
OP-17,The World's Strongest Warriors,OP17-014,Whitey Bay,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP17/OP17-014_EN.webp,0.09,2026-09-05,
OP-17,The World's Strongest Warriors,OP17-015,Marco,UC,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP17/OP17-015_EN.webp,0.18,2026-09-05,
OP-17,The World's Strongest Warriors,OP17-016,Rakuyo,UC,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP17/OP17-016_EN.webp,0.15,2026-09-05,
OP-17,The World's Strongest Warriors,OP17-017,Ga Ha Ha Ha!!,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP17/OP17-017_EN.webp,0.12,2026-09-05,
OP-17,The World's Strongest Warriors,OP17-018,The Power to Destroy the World,UC,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP17/OP17-018_EN.webp,0.15,2026-09-05,
OP-17,The World's Strongest Warriors,OP17-019,I Don't Have Time to Chat with Snot-Nosed Brats,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP17/OP17-019_EN.webp,0.12,2026-09-05,
OP-17,The World's Strongest Warriors,OP17-020,Shanks,L,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP17/OP17-020_EN.webp,0.11,2026-09-05,
OP-17,The World's Strongest Warriors,OP17-020p1,Shanks,L,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP17/OP17-020_p1_EN.webp,31.71,2026-09-05,Alternate Art
OP-17,The World's Strongest Warriors,OP17-021,Crone Oli,UC,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP17/OP17-021_EN.webp,0.15,2026-09-05,
OP-17,The World's Strongest Warriors,OP17-022,Shanks,SR,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP17/OP17-022_EN.webp,4.98,2026-09-05,
OP-17,The World's Strongest Warriors,OP17-022p1,Shanks,SR,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP17/OP17-022_p1_EN.webp,41.51,2026-09-05,Alternate Art
OP-17,The World's Strongest Warriors,OP17-022p2,Shanks,SR,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP17/OP17-022_p2_EN.webp,1484.46,2026-09-05,Manga Art
OP-17,The World's Strongest Warriors,OP17-023,Nami,UC,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP17/OP17-023_EN.webp,0.19,2026-09-05,
OP-17,The World's Strongest Warriors,OP17-024,Howling Gab,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP17/OP17-024_EN.webp,0.11,2026-09-05,
OP-17,The World's Strongest Warriors,OP17-025,Building Snake,UC,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP17/OP17-025_EN.webp,0.20,2026-09-05,
OP-17,The World's Strongest Warriors,OP17-025p1,Building Snake,UC,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP17/OP17-025_p1_EN.webp,1.41,2026-09-05,Parallel
OP-17,The World's Strongest Warriors,OP17-026,Fugar,UC,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP17/OP17-026_EN.webp,0.09,2026-09-05,
OP-17,The World's Strongest Warriors,OP17-027,Benn.Beckman,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP17/OP17-027_EN.webp,0.19,2026-09-05,
OP-17,The World's Strongest Warriors,OP17-027p1,Benn.Beckman,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP17/OP17-027_p1_EN.webp,7.53,2026-09-05,Alternate Art
OP-17,The World's Strongest Warriors,OP17-028,Bonk Punch & Monster,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP17/OP17-028_EN.webp,0.09,2026-09-05,
OP-17,The World's Strongest Warriors,OP17-029,Hongo,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP17/OP17-029_EN.webp,0.17,2026-09-05,
OP-17,The World's Strongest Warriors,OP17-030,Monkey.D.Luffy,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP17/OP17-030_EN.webp,0.11,2026-09-05,
OP-17,The World's Strongest Warriors,OP17-031,Yasopp,SR,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP17/OP17-031_EN.webp,2.02,2026-09-05,
OP-17,The World's Strongest Warriors,OP17-031p1,Yasopp,SR,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP17/OP17-031_p1_EN.webp,18.03,2026-09-05,Alternate Art
OP-17,The World's Strongest Warriors,OP17-032,Limejuice,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP17/OP17-032_EN.webp,0.20,2026-09-05,
OP-17,The World's Strongest Warriors,OP17-033,Lucky.Roux,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP17/OP17-033_EN.webp,0.18,2026-09-05,
OP-17,The World's Strongest Warriors,OP17-034,Rockstar,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP17/OP17-034_EN.webp,0.11,2026-09-05,
OP-17,The World's Strongest Warriors,OP17-035,Roronoa Zoro,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP17/OP17-035_EN.webp,0.08,2026-09-05,
OP-17,The World's Strongest Warriors,OP17-036,Withdraw Now and Allow Me to Save Face,UC,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP17/OP17-036_EN.webp,0.14,2026-09-05,
OP-17,The World's Strongest Warriors,OP17-037,Are You That Afraid of the New Era?!!,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP17/OP17-037_EN.webp,0.19,2026-09-05,
OP-17,The World's Strongest Warriors,OP17-037p1,Are You That Afraid of the New Era?!!,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP17/OP17-037_p1_EN.webp,72.83,2026-09-05,Alternate Art
OP-17,The World's Strongest Warriors,OP17-038,I Think He's Seen an Ugly Future...,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP17/OP17-038_EN.webp,0.11,2026-09-05,
OP-17,The World's Strongest Warriors,OP17-039,Rocks.D.Xebec,L,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP17/OP17-039_EN.webp,0.26,2026-09-05,
OP-17,The World's Strongest Warriors,OP17-039p1,Rocks.D.Xebec,L,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP17/OP17-039_p1_EN.webp,52.96,2026-09-05,Alternate Art
OP-17,The World's Strongest Warriors,OP17-040,Edward.Newgate,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP17/OP17-040_EN.webp,0.17,2026-09-05,
OP-17,The World's Strongest Warriors,OP17-040p1,Edward.Newgate,TR,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP17/OP17-040_p1_EN.webp,53.19,2026-09-05,Treasure Rare
OP-17,The World's Strongest Warriors,OP17-041,Wang Zhi,UC,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP17/OP17-041_EN.webp,0.14,2026-09-05,
