set_code,set_name,card_number,name,rarity,language,image_url,market_usd,as_of
OP-13,Carrying on His Will,OP13-001,Monkey.D.Luffy,L,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP13/OP13-001_EN.webp,0.21,2026-09-05
OP-13,Carrying on His Will,OP13-001p1,Monkey.D.Luffy,L,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP13/OP13-001_p1_EN.webp,49.67,2026-09-05
OP-13,Carrying on His Will,OP13-002,Portgas.D.Ace,L,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP13/OP13-002_EN.webp,0.15,2026-09-05
OP-13,Carrying on His Will,OP13-002p1,Portgas.D.Ace,L,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP13/OP13-002_p1_EN.webp,20.38,2026-09-05
OP-13,Carrying on His Will,OP13-003,Gol.D.Roger,L,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP13/OP13-003_EN.webp,0.19,2026-09-05
OP-13,Carrying on His Will,OP13-003p1,Gol.D.Roger,L,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP13/OP13-003_p1_EN.webp,23.20,2026-09-05
OP-13,Carrying on His Will,OP13-004,Sabo,L,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP13/OP13-004_EN.webp,0.16,2026-09-05
OP-13,Carrying on His Will,OP13-004p1,Sabo,L,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP13/OP13-004_p1_EN.webp,40.83,2026-09-05
OP-13,Carrying on His Will,OP13-005,Inazuma,UC,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP13/OP13-005_EN.webp,0.06,2026-09-05
OP-13,Carrying on His Will,OP13-006,Woop Slap,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP13/OP13-006_EN.webp,0.06,2026-09-05
OP-13,Carrying on His Will,OP13-007,Ace & Sabo & Luffy,SR,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP13/OP13-007_EN.webp,1.85,2026-09-05
OP-13,Carrying on His Will,OP13-007p1,Ace & Sabo & Luffy,SR,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP13/OP13-007_p1_EN.webp,24.54,2026-09-05
OP-13,Carrying on His Will,OP13-008,Emporio.Ivankov,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP13/OP13-008_EN.webp,0.07,2026-09-05
OP-13,Carrying on His Will,OP13-009,Curly.Dadan,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP13/OP13-009_EN.webp,0.03,2026-09-05
OP-13,Carrying on His Will,OP13-010,Lord of the Coast,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP13/OP13-010_EN.webp,0.03,2026-09-05
OP-13,Carrying on His Will,OP13-011,Nefeltari Cobra,UC,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP13/OP13-011_EN.webp,0.05,2026-09-05
OP-13,Carrying on His Will,OP13-012,Nefeltari Vivi,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP13/OP13-012_EN.webp,0.23,2026-09-05
OP-13,Carrying on His Will,OP13-013,Higuma,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP13/OP13-013_EN.webp,0.04,2026-09-05
OP-13,Carrying on His Will,OP13-014,Portgas.D.Rouge,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP13/OP13-014_EN.webp,0.10,2026-09-05
OP-13,Carrying on His Will,OP13-015,Makino,UC,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP13/OP13-015_EN.webp,0.09,2026-09-05
OP-13,Carrying on His Will,OP13-016,Monkey.D.Garp,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP13/OP13-016_EN.webp,0.97,2026-09-05
OP-13,Carrying on His Will,OP13-016p1,Monkey.D.Garp,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP13/OP13-016_p1_EN.webp,21.61,2026-09-05
OP-13,Carrying on His Will,OP13-017,Monkey.D.Dragon,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP13/OP13-017_EN.webp,0.09,2026-09-05
OP-13,Carrying on His Will,OP13-018,Wapol,UC,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP13/OP13-018_EN.webp,0.06,2026-09-05
OP-13,Carrying on His Will,OP13-019,But Ace Here Said You Deserved It!!,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP13/OP13-019_EN.webp,0.10,2026-09-05
OP-13,Carrying on His Will,OP13-020,Meteor Fist,UC,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP13/OP13-020_EN.webp,0.07,2026-09-05
OP-13,Carrying on His Will,OP13-021,Gum-Gum Gatling Gun,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP13/OP13-021_EN.webp,0.09,2026-09-05
OP-13,Carrying on His Will,OP13-022,Windmill Village,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP13/OP13-022_EN.webp,0.04,2026-09-05
OP-13,Carrying on His Will,OP13-023,Uta,SR,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP13/OP13-023_EN.webp,0.35,2026-09-05
OP-13,Carrying on His Will,OP13-023p1,Uta,SR,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP13/OP13-023_p1_EN.webp,5.49,2026-09-05
OP-13,Carrying on His Will,OP13-024,Gordon,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP13/OP13-024_EN.webp,0.03,2026-09-05
OP-13,Carrying on His Will,OP13-025,Koby,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP13/OP13-025_EN.webp,0.08,2026-09-05
OP-13,Carrying on His Will,OP13-026,Sunny-Kun,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP13/OP13-026_EN.webp,0.08,2026-09-05
OP-13,Carrying on His Will,OP13-027,Sanji,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP13/OP13-027_EN.webp,0.23,2026-09-05
OP-13,Carrying on His Will,OP13-027p1,Sanji,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP13/OP13-027_p1_EN.webp,14.63,2026-09-05
OP-13,Carrying on His Will,OP13-028,Shanks,SR,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP13/OP13-028_EN.webp,0.42,2026-09-05
OP-13,Carrying on His Will,OP13-028p1,Shanks,SR,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP13/OP13-028_p1_EN.webp,7.50,2026-09-05
OP-13,Carrying on His Will,OP13-029,Jinbe,UC,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP13/OP13-029_EN.webp,0.09,2026-09-05
OP-13,Carrying on His Will,OP13-030,Tony Tony.Chopper,UC,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP13/OP13-030_EN.webp,0.14,2026-09-05
OP-13,Carrying on His Will,OP13-031,Trafalgar Law,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP13/OP13-031_EN.webp,1.22,2026-09-05
OP-13,Carrying on His Will,OP13-032,Nico Robin,UC,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP13/OP13-032_EN.webp,0.17,2026-09-05
OP-13,Carrying on His Will,OP13-033,Franky,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP13/OP13-033_EN.webp,0.08,2026-09-05
OP-13,Carrying on His Will,OP13-034,Brook,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP13/OP13-034_EN.webp,0.08,2026-09-05
OP-13,Carrying on His Will,OP13-035,Bepo,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP13/OP13-035_EN.webp,0.10,2026-09-05
OP-13,Carrying on His Will,OP13-036,Helmeppo,UC,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP13/OP13-036_EN.webp,0.11,2026-09-05
OP-13,Carrying on His Will,OP13-037,Roronoa Zoro,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP13/OP13-037_EN.webp,0.41,2026-09-05
OP-13,Carrying on His Will,OP13-038,Gum-Gum Elephant Gun,UC,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP13/OP13-038_EN.webp,0.07,2026-09-05
OP-13,Carrying on His Will,OP13-039,Gum-Gum Snake Shot,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP13/OP13-039_EN.webp,0.05,2026-09-05
OP-13,Carrying on His Will,OP13-040,I Know You're Strong... So I'll Go All Out from the Very Start!!!,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP13/OP13-040_EN.webp,1.61,2026-09-05
OP-13,Carrying on His Will,OP13-041,Izo,UC,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP13/OP13-041_EN.webp,0.09,2026-09-05
OP-13,Carrying on His Will,OP13-042,Edward.Newgate,SR,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP13/OP13-042_EN.webp,0.73,2026-09-05
OP-13,Carrying on His Will,OP13-042p1,Edward.Newgate,SR,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP13/OP13-042_p1_EN.webp,14.62,2026-09-05
OP-13,Carrying on His Will,OP13-043,Otama,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP13/OP13-043_EN.webp,0.23,2026-09-05
OP-13,Carrying on His Will,OP13-044,Curiel,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP13/OP13-044_EN.webp,0.03,2026-09-05
OP-13,Carrying on His Will,OP13-045,Haruta,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP13/OP13-045_EN.webp,0.03,2026-09-05
OP-13,Carrying on His Will,OP13-046,Vista,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP13/OP13-046_EN.webp,0.09,2026-09-05
OP-13,Carrying on His Will,OP13-047,Fossa,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP13/OP13-047_EN.webp,0.04,2026-09-05
OP-13,Carrying on His Will,OP13-048,Blamenco,UC,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP13/OP13-048_EN.webp,0.03,2026-09-05
OP-13,Carrying on His Will,OP13-049,Blenheim,UC,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP13/OP13-049_EN.webp,0.05,2026-09-05
OP-13,Carrying on His Will,OP13-050,Boa Sandersonia,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP13/OP13-050_EN.webp,0.07,2026-09-05
OP-13,Carrying on His Will,OP13-051,Boa Hancock,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP13/OP13-051_EN.webp,0.25,2026-09-05
OP-13,Carrying on His Will,OP13-051p1,Boa Hancock,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP13/OP13-051_p1_EN.webp,16.11,2026-09-05
OP-13,Carrying on His Will,OP13-052,Boa Marigold,UC,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP13/OP13-052_EN.webp,0.08,2026-09-05
OP-13,Carrying on His Will,OP13-053,Marshall.D.Teach,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP13/OP13-053_EN.webp,0.07,2026-09-05
OP-13,Carrying on His Will,OP13-054,Yamato,SR,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP13/OP13-054_EN.webp,0.36,2026-09-05
OP-13,Carrying on His Will,OP13-054p1,Yamato,SR,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP13/OP13-054_p1_EN.webp,13.53,2026-09-05
