set_code,set_name,card_number,name,rarity,language,image_url,market_usd,as_of,variant
ST-04,Animal Kingdom Pirates,ST04-001,Kaido,L,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST04/ST04-001_EN.webp,2.80,2026-09-05,
ST-04,Animal Kingdom Pirates,ST04-002,Ulti,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST04/ST04-002_EN.webp,0.21,2026-09-05,
ST-04,Animal Kingdom Pirates,ST04-003,Kaido,SR,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST04/ST04-003_EN.webp,0.31,2026-09-05,
ST-04,Animal Kingdom Pirates,ST04-004,King,SR,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST04/ST04-004_EN.webp,0.48,2026-09-05,
ST-04,Animal Kingdom Pirates,ST04-005,Queen,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST04/ST04-005_EN.webp,0.20,2026-09-05,
ST-04,Animal Kingdom Pirates,ST04-006,Sasaki,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST04/ST04-006_EN.webp,0.12,2026-09-05,
ST-04,Animal Kingdom Pirates,ST04-007,Sheepshead,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST04/ST04-007_EN.webp,0.07,2026-09-05,
ST-04,Animal Kingdom Pirates,ST04-008,Jack,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST04/ST04-008_EN.webp,0.13,2026-09-05,
ST-04,Animal Kingdom Pirates,ST04-009,Ginrummy,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST04/ST04-009_EN.webp,0.09,2026-09-05,
ST-04,Animal Kingdom Pirates,ST04-010,Who's.Who,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST04/ST04-010_EN.webp,0.12,2026-09-05,
ST-04,Animal Kingdom Pirates,ST04-011,Black Maria,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST04/ST04-011_EN.webp,0.13,2026-09-05,
ST-04,Animal Kingdom Pirates,ST04-012,Page One,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST04/ST04-012_EN.webp,0.18,2026-09-05,
ST-04,Animal Kingdom Pirates,ST04-013,X.Drake,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST04/ST04-013_EN.webp,0.14,2026-09-05,
ST-04,Animal Kingdom Pirates,ST04-014,"Lead Performer ""Disaster""",C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST04/ST04-014_EN.webp,0.42,2026-09-05,
ST-04,Animal Kingdom Pirates,ST04-015,Brachio Bomber,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST04/ST04-015_EN.webp,0.17,2026-09-05,
ST-04,Animal Kingdom Pirates,ST04-016,Blast Breath,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST04/ST04-016_EN.webp,0.09,2026-09-05,
ST-04,Animal Kingdom Pirates,ST04-017,Onigashima Island,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST04/ST04-017_EN.webp,0.28,2026-09-05,
