set_code,set_name,card_number,name,rarity,language,image_url,market_usd,as_of
OP-02,Paramount War,OP02-001,Edward.Newgate,L,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP02/OP02-001_EN.webp,0.32,2026-09-05
OP-02,Paramount War,OP02-001p1,Edward.Newgate,L,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP02/OP02-001_p1_EN.webp,101.61,2026-09-05
OP-02,Paramount War,OP02-002,Monkey.D.Garp,L,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP02/OP02-002_EN.webp,0.41,2026-09-05
OP-02,Paramount War,OP02-002p1,Monkey.D.Garp,L,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP02/OP02-002_p1_EN.webp,115.93,2026-09-05
OP-02,Paramount War,OP02-003,Atmos,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP02/OP02-003_EN.webp,0.09,2026-09-05
OP-02,Paramount War,OP02-004,Edward.Newgate,SR,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP02/OP02-004_EN.webp,0.44,2026-09-05
OP-02,Paramount War,OP02-004p1,Edward.Newgate,SR,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP02/OP02-004_p1_EN.webp,17.68,2026-09-05
OP-02,Paramount War,OP02-005,Curly.Dadan,UC,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP02/OP02-005_EN.webp,0.15,2026-09-05
OP-02,Paramount War,OP02-006,Kingdew,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP02/OP02-006_EN.webp,0.06,2026-09-05
OP-02,Paramount War,OP02-007,Thatch,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP02/OP02-007_EN.webp,0.07,2026-09-05
OP-02,Paramount War,OP02-008,Jozu,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP02/OP02-008_EN.webp,0.27,2026-09-05
OP-02,Paramount War,OP02-009,Squard,UC,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP02/OP02-009_EN.webp,0.10,2026-09-05
OP-02,Paramount War,OP02-009p1,Squard,UC,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP02/OP02-009_p1_EN.webp,1.80,2026-09-05
OP-02,Paramount War,OP02-010,Dogura,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP02/OP02-010_EN.webp,0.06,2026-09-05
OP-02,Paramount War,OP02-011,Vista,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP02/OP02-011_EN.webp,0.20,2026-09-05
OP-02,Paramount War,OP02-012,Blenheim,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP02/OP02-012_EN.webp,0.06,2026-09-05
OP-02,Paramount War,OP02-013,Portgas.D.Ace,SR,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP02/OP02-013_EN.webp,4.35,2026-09-05
OP-02,Paramount War,OP02-013p1,Portgas.D.Ace,SR,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP02/OP02-013_p1_EN.webp,55.87,2026-09-05
OP-02,Paramount War,OP02-013p2,Portgas.D.Ace,SR,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP02/OP02-013_p2_EN.webp,2200.00,2026-09-05
OP-02,Paramount War,OP02-014,Whitey Bay,UC,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP02/OP02-014_EN.webp,0.11,2026-09-05
OP-02,Paramount War,OP02-015,Makino,UC,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP02/OP02-015_EN.webp,0.18,2026-09-05
OP-02,Paramount War,OP02-016,Magura,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP02/OP02-016_EN.webp,0.09,2026-09-05
OP-02,Paramount War,OP02-017,Masked Deuce,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP02/OP02-017_EN.webp,0.21,2026-09-05
OP-02,Paramount War,OP02-017p1,Masked Deuce,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP02/OP02-017_p1_EN.webp,1.98,2026-09-05
OP-02,Paramount War,OP02-018,Marco,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP02/OP02-018_EN.webp,0.30,2026-09-05
OP-02,Paramount War,OP02-018p1,Marco,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP02/OP02-018_p1_EN.webp,5.39,2026-09-05
OP-02,Paramount War,OP02-019,Rakuyo,UC,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP02/OP02-019_EN.webp,0.12,2026-09-05
OP-02,Paramount War,OP02-020,LittleOars Jr.,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP02/OP02-020_EN.webp,0.06,2026-09-05
OP-02,Paramount War,OP02-021,Seaquake,R,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/OP02/OP02-021_EN.webp,0.21,2026-09-05
