set_code,set_name,card_number,name,rarity,language,image_url,market_usd,as_of,variant
ST-21,Gear 5,ST21-001,Monkey.D.Luffy,L,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST21/ST21-001_EN.webp,4.99,2026-09-05,
ST-21,Gear 5,ST21-001p1,Monkey.D.Luffy,L,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST21/ST21-001_p1_EN.webp,98.06,2026-09-05,Parallel
ST-21,Gear 5,ST21-002,Usopp,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST21/ST21-002_EN.webp,0.22,2026-09-05,
ST-21,Gear 5,ST21-002p1,Usopp,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST21/ST21-002_p1_EN.webp,2.50,2026-09-05,Full Art
ST-21,Gear 5,ST21-003,Sanji,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST21/ST21-003_EN.webp,1.49,2026-09-05,
ST-21,Gear 5,ST21-003p1,Sanji,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST21/ST21-003_p1_EN.webp,8.20,2026-09-05,Full Art
ST-21,Gear 5,ST21-004,Jewelry Bonney,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST21/ST21-004_EN.webp,0.26,2026-09-05,
ST-21,Gear 5,ST21-004p1,Jewelry Bonney,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST21/ST21-004_p1_EN.webp,6.87,2026-09-05,Full Art
ST-21,Gear 5,ST21-005,Jinbe,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST21/ST21-005_EN.webp,0.15,2026-09-05,
ST-21,Gear 5,ST21-005p1,Jinbe,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST21/ST21-005_p1_EN.webp,1.36,2026-09-05,Full Art
ST-21,Gear 5,ST21-006,Stussy,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST21/ST21-006_EN.webp,0.20,2026-09-05,
ST-21,Gear 5,ST21-006p1,Stussy,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST21/ST21-006_p1_EN.webp,3.25,2026-09-05,Full Art
ST-21,Gear 5,ST21-007,Sentomaru,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST21/ST21-007_EN.webp,0.12,2026-09-05,
ST-21,Gear 5,ST21-007p1,Sentomaru,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST21/ST21-007_p1_EN.webp,0.66,2026-09-05,Full Art
ST-21,Gear 5,ST21-008,Tony Tony.Chopper,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST21/ST21-008_EN.webp,0.35,2026-09-05,
ST-21,Gear 5,ST21-008p1,Tony Tony.Chopper,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST21/ST21-008_p1_EN.webp,16.27,2026-09-05,Full Art
ST-21,Gear 5,ST21-009,Nami,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST21/ST21-009_EN.webp,0.47,2026-09-05,
ST-21,Gear 5,ST21-009p1,Nami,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST21/ST21-009_p1_EN.webp,14.42,2026-09-05,Full Art
ST-21,Gear 5,ST21-010,Nico Robin,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST21/ST21-010_EN.webp,0.35,2026-09-05,
ST-21,Gear 5,ST21-010p1,Nico Robin,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST21/ST21-010_p1_EN.webp,14.48,2026-09-05,Full Art
ST-21,Gear 5,ST21-011,Franky,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST21/ST21-011_EN.webp,0.16,2026-09-05,
ST-21,Gear 5,ST21-011p1,Franky,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST21/ST21-011_p1_EN.webp,2.12,2026-09-05,Full Art
ST-21,Gear 5,ST21-012,Brook,C,EN,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/one-piece/ST21/ST21-012_EN.webp,0.28,2026-09-05,
